"UniversityName","FinancialAid","Tuition","AdmissionRate","ApplicationFee"
"Vatterott College: Memphis",""," in-state  out-of-state ","","0"
"Vatterott College: Quincy",""," in-state  out-of-state ","","0"
"Vatterott College: Springfield",""," in-state  out-of-state ","","0"
"Vatterott College: St. Joseph",""," in-state  out-of-state ","","0"
"Vatterott College: Sunset Hills",""," in-state  out-of-state ","","0"
"Vatterott College: Tulsa",""," in-state  out-of-state ","","0"
"Vaughn College of Aeronautics and Technology","8084","25710 in-state and 25710 out-of-state ","90","40"
"Vermilion Community College","","5324 in-state and 6506 out-of-state ","","20"
"Vermont Technical College","12492","15108 in-state and 27780 out-of-state ","63","47"
"Vernon College","","3000 in-state and 6300 out-of-state ","","10"
"Vet Tech Institute",""," in-state  out-of-state ","","50"
"Vet Tech Institute of Houston",""," in-state  out-of-state ","","50"
"Victor Valley College","","1402 in-state and 9142 out-of-state ","","0"
"Victoria College","","2790 in-state and 5040 out-of-state ","","0"
"Villa Maria College of Buffalo","","22600 in-state and 22600 out-of-state ","81","0"
"Villanova University","38853","53308 in-state and 53308 out-of-state ","36","80"
"Vincennes University","","5902 in-state and 13959 out-of-state ","77","20"
"Virginia College in Austin",""," in-state  out-of-state ","","100"
"Virginia College in Baton Rouge",""," in-state  out-of-state ","","100"
"Virginia College in Birmingham",""," in-state  out-of-state ","","100"
"Virginia College in Macon",""," in-state  out-of-state ","","100"
"Virginia College in Spartanburg",""," in-state  out-of-state ","","100"
"Virginia Commonwealth University","12175","14490 in-state and 35138 out-of-state ","77","65"
"Virginia Highlands Community College","","4710 in-state and 10638 out-of-state ","","0"
"Virginia Military Institute","23915","18862 in-state and 45706 out-of-state ","53","40"
"Virginia Polytechnic Institute and State University","17549","13620 in-state and 31304 out-of-state ","70","60"
"Virginia State University","11000","9056 in-state and 19576 out-of-state ","","25"
"Virginia Union University","13307","17448 in-state and 17448 out-of-state ","49","25"
"Virginia University of Lynchburg","","9000 in-state and 9000 out-of-state ","","25"
"Virginia Wesleyan University","27456","36660 in-state and 36660 out-of-state ","71","0"
"Virginia Western Community College","","5355 in-state and 11283 out-of-state ","","0"
"Visible Music College","","19500 in-state and 19500 out-of-state ","81","40"
"Viterbo University","","27970 in-state and 27970 out-of-state ","61","0"
"Volunteer State Community College","5898","4229 in-state and 16517 out-of-state ","100","0"
"Voorhees College","","12630 in-state and 12630 out-of-state ","53","25"
"W.L. Bonner Bible College","","8868 in-state and 8868 out-of-state ","","30"
"Wabash College","40879","43450 in-state and 43450 out-of-state ","63","50"
"Wade College","","16650 in-state and 16650 out-of-state ","","25"
"Wagner College","32708","47090 in-state and 47090 out-of-state ","70","60"
"Wake Forest University","49145","53322 in-state and 53322 out-of-state ","28","65"
"Wake Technical Community College","","2610 in-state and 8370 out-of-state ","","0"
"Walden University","","15045 in-state and 15045 out-of-state ","","0"
"Waldorf University","16549","22076 in-state and 22076 out-of-state ","72","0"
"Walla Walla Community College","","5041 in-state and 6319 out-of-state ","","0"
"Walla Walla University","23317","28035 in-state and 28035 out-of-state ","65","40"
"Wallace State Community College at Hanceville","","4740 in-state and 8610 out-of-state ","","0"
"Walsh College of Accountancy and Business Administration","","17625 in-state and 17625 out-of-state ","","35"
"Walsh University","22776","29980 in-state and 29980 out-of-state ","79","0"
"Walters State Community College","6407","4428 in-state and 13194 out-of-state ","100","0"
"Warner Pacific University","18992","18740 in-state and 18740 out-of-state ","","50"
